City,Country,Region,Page,Section,Source,PageViews,TimeOnPage,TotalDownloads,UniqueVisitors,Visits,ConversionRate
Parana,Argentina,South America,/download,Register,Linkedin,150,6900,1,60,276,0.0036
Paris,France,Europe,/gallery/30-years-cd,Examples,Linkedin,392,1264,1,80,472,0.0021
Paris,France,Europe,/gallery/messi039s-86-goals,Examples,Organic,104,4880,1,80,320,0.0031
Perth,Australia,Oceania,/download,Register,Linkedin,840,2730,1,180,246,0.0041
Perth,Australia,Oceania,/faq,User,Organic,216,4212,0,60,150,0
Petaling Jaya,Malaysia,Asia,/gallery/30-years-cd,Examples,Facebook,820,60440,1,200,340,0.0029
Phoenix,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,20,950,0,10,41,0
Phoenix,United States,North America,/gallery/scotland-population,Examples,Facebook,23,633,0,10,30,0
Phoenix,United States,North America,/download,Register,Linkedin,17,158,0,10,20,0
Portland,United States,North America,/download,Register,Linkedin,23,119,0,10,37,0
Porto,Portugal,Europe,/gallery/messi039s-86-goals,Examples,Organic,370,3760,2,130,250,0.008
Portsmouth,United States,North America,/download,Register,Linkedin,29,178,0,10,28,0
Poughkeepsie,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,37,680,0,10,26,0
Pudsey,United Kingdom,Europe,/download,Register,Linkedin,44,6920,0,40,196,0
Purchase,United States,North America,/download,Register,Linkedin,48,237,1,10,58,0.0172
Quincy,United States,North America,/app/6.0/start,User,Facebook,11,1800,1,10,25,0.04
Raleigh,United States,North America,/download,Register,Organic,45,119,0,10,60,0
Rancho Cucamonga,United States,North America,/download,Register,Linkedin,47,1800,0,10,34,0
Renton,United States,North America,/gallery,Examples,Linkedin,19,208,0,10,27,0
Rimini,Italy,Europe,/gallery/voting-history-us-states,Examples,Linkedin,216,8080,1,80,416,0.0024
Rio de Janeiro,Brazil,South America,/download,Register,Linkedin,256,2928,0,80,480,0
Rio de Janeiro,Brazil,South America,/gallery,Examples,Linkedin,280,1744,0,80,160,0
Rome,Italy,Europe,/download,Register,Linkedin,360,8240,0,80,344,0
Rotterdam,Netherlands,Europe,/gallery/messi039s-86-goals,Examples,Facebook,344,4320,1,80,280,0.0036
Saarbrucken,Germany,Europe,/download,Register,Organic,104,11680,8,80,360,0.0222
Sacramento,United States,North America,/gallery/scotland-population,Examples,Organic,48,1030,0,10,21,0
San Diego,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,16,14956,0,10,58,0
San Donato Milanese,Italy,Europe,/download,Register,Linkedin,288,1104,0,80,240,0
San Francisco,United States,North America,/download,Register,Linkedin,73,672,0,20,100,0
San Gabriel,United States,North America,/gallery,Examples,Linkedin,40,1730,0,10,37,0
San Isidro,Argentina,South America,/download,Register,Linkedin,234,6288,0,60,348,0
San Jose,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,30,840,0,10,36,0
San Luis Obispo,United States,North America,/gallery/30-years-cd,Examples,Facebook,24,1602,0,10,27,0
San Sebastian,Spain,Europe,/gallery/voting-history-us-states,Examples,Linkedin,392,13120,1,80,344,0.0029
Santa Barbara,United States,North America,/gallery/scotland-population,Examples,Facebook,34,980,0,10,45,0
Santa Fe,Argentina,South America,/gallery/messi039s-86-goals,Examples,Linkedin,204,76086,0,60,342,0
Santa Fe,Argentina,South America,/download,Register,Linkedin,282,2376,6,60,210,0.0286
Santiago,Chile,South America,/gallery,Examples,Facebook,360,1090,1,100,560,0.0018
Santiago,Chile,South America,/gallery/messi039s-86-goals,Examples,Facebook,350,5840,1,200,390,0.0026
Santiago de Compostela,Spain,Europe,/app/6.0/start,User,Facebook,176,161664,1,80,240,0.0042
Santiago de Compostela,Spain,Europe,/examples,Training,Facebook,176,138320,1,80,176,0.0057
Santo Andre,Brazil,South America,/download,Register,Facebook,304,4080,1,80,320,0.0031
Sao Paulo,Brazil,South America,/gallery/messi039s-86-goals,Examples,Linkedin,400,10320,1,80,320,0.0031
Sao Paulo,Brazil,South America,/gallery/voting-history-us-states,Examples,Facebook,504,952,1,160,288,0.0035
Sao Paulo,Brazil,South America,/gallery/messi039s-86-goals,Examples,Facebook,360,7600,1,80,192,0.0052
Sao Paulo,Brazil,South America,/gallery/messi039s-86-goals,Examples,Organic,184,632,8,80,192,0.0417
Seattle,United States,North America,/download,Register,Organic,36,1889,0,10,54,0
Seattle,United States,North America,/gallery/college-football-recruiting,Examples,Linkedin,36,1560,0,10,50,0
Seattle,United States,North America,/gallery,Examples,Linkedin,18,218,0,10,49,0
Seattle,United States,North America,/gallery/cost-college-football-wins,Examples,Facebook,31,580,0,10,44,0
Seattle,United States,North America,/download,Register,Facebook,31,109,0,10,36,0
Sillery,Canada,North America,/gallery/voting-history-us-states,Examples,Facebook,216,8460,0,60,120,0
Singapore,Singapore,Asia,/download,Register,Linkedin,200,11700,1,100,580,0.0017
Singapore,Singapore,Asia,/gallery/messi039s-86-goals,Examples,Facebook,850,6130,1,200,500,0.002
Singapore,Singapore,Asia,/gallery/30-years-cd,Examples,Facebook,310,25920,1,100,330,0.003
Smyrna,United States,North America,/download,Register,Linkedin,38,720,0,10,20,0
Somerville,United States,North America,/how-it-works,User,Linkedin,40,630,0,10,56,0
Southlake,United States,North America,/gallery/messi039s-86-goals,Examples,Linkedin,12,138,1,10,31,0.0323
Springfield,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,24,1730,0,10,22,0
Springtown,United States,North America,/gallery/best-chess-openings,Examples,Organic,46,1270,0,10,39,0
Stirling,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Organic,100,3920,0,40,192,0
Stockholm,Sweden,Europe,/download,Register,Organic,140,4400,1,100,330,0.003
Strasbourg,France,Europe,/gallery/messi039s-86-goals,Examples,Facebook,144,6016,1,80,464,0.0022
Stratford,United States,North America,/download,Register,Facebook,34,593,0,10,53,0
Sydney,Australia,Oceania,/gallery/30-years-cd,Examples,Facebook,150,2316,1,60,324,0.0031
Sydney,Australia,Oceania,/examples,Training,Organic,276,6360,1,60,288,0.0035
Sydney,Australia,Oceania,/knowledgebase/sharing-views,User,Organic,18,21660,0,6,180,0
Tacoma,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,10,49,0,10,35,0
Toronto,Canada,North America,/gallery/voting-history-us-states,Examples,Organic,156,5934,1,60,282,0.0035
Toronto,Canada,North America,/gallery/state-migration,Examples,Facebook,186,2640,1,60,264,0.0038
Toronto,Canada,North America,/gallery,Examples,Organic,144,1542,0,60,186,0
Traverse City,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,39,1170,0,10,45,0
Trebeurden,France,Europe,/gallery/messi039s-86-goals,Examples,Facebook,312,320,1,80,432,0.0023
Trieste,Italy,Europe,/gallery/30-years-cd,Examples,Organic,120,12640,1,80,432,0.0023
Trieste,Italy,Europe,/gallery/30-years-cd,Examples,Linkedin,136,4192,8,80,288,0.0278
Trumbull,United States,North America,/how-it-works,User,Linkedin,16,109,0,11,35,0
Utrecht,Netherlands,Europe,/gallery/30-years-cd,Examples,Facebook,304,33944,1,80,176,0.0057
Vienna,Austria,Europe,/how-it-works,User,Facebook,160,10200,1,100,520,0.0019
Warsaw,Poland,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,160,18000,1,100,550,0.0018
Washington,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,25,692,0,10,36,0
Washington,United States,North America,/gallery/nhl-players-go-abroad,Examples,Facebook,32,584,0,10,32,0
Washington,United States,North America,/app/6.0/start,User,Facebook,39,860,0,10,26,0
Washington,United States,North America,/gallery/30-years-cd,Examples,Facebook,22,1800,0,10,22,0
Windermere,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,27,1800,0,10,22,0
Winnetka,United States,North America,/gallery/college-football-recruiting,Examples,Organic,23,178,0,10,59,0
Winnipeg,Canada,North America,/gallery/job-growth-recession,Examples,Facebook,102,3204,0,60,216,0
Winter Garden,United States,North America,/gallery/voting-history-us-states,Examples,Organic,34,2720,0,20,61,0
Albany,United States,North America,/download,Register,Organic,34,208,1,10,24,0.0417
Austin,United States,North America,/download,Register,Linkedin,31,178,0,10,37,0
Austin,United States,North America,/gallery/scotland-population,Examples,Twitter,18,430,0,10,28,0
Bakersfield,United States,North America,/comparison,User,Facebook,20,1020,0,10,50,0
Barcelona,Spain,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,112,5680,1,80,352,0.0028
Berkeley,United States,North America,/download,Register,Linkedin,22,178,0,10,33,0
Blackpool,United Kingdom,Europe,/gallery/scotland-population,Examples,Facebook,120,4520,0,40,80,0
Bloomington,United States,North America,/download-menu,Register,Organic,49,109,0,10,57,0
Brisbane,Australia,Oceania,/gallery/netflix-selector,Examples,Organic,126,9120,0,60,300,0
Brockton,United States,North America,/faq,User,Facebook,49,1650,0,10,30,0
Buenos Aires,Argentina,South America,/download,Register,Linkedin,2292,13890,6,654,804,0.0075
Buenos Aires,Argentina,South America,/examples,Training,Linkedin,72,714,0,60,330,0
Buenos Aires,Argentina,South America,/gallery/are-you-ready-some-football,Examples,Linkedin,264,4500,0,60,216,0
Cambridge,United States,North America,/download,Register,Facebook,24,129,0,10,51,0
Cary,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,42,960,0,10,21,0
Charlotte,United States,North America,/gallery/scotland-population,Examples,Facebook,47,287,0,10,30,0
Charlotte,United States,North America,/knowledgebase/sharing-views,User,Facebook,49,1400,0,10,23,0
Chevy Chase,United States,North America,/examples?build=7000.12.1122.2200,Training,Organic,41,810,0,10,27,0
Cincinnati,United States,North America,/gallery/scotland-population,Examples,Facebook,32,470,0,10,42,0
Cleveland,United States,North America,/download,Register,Linkedin,49,138,0,10,45,0
Cordoba,Argentina,South America,/download,Register,Linkedin,282,20178,6,120,306,0.0196
Daegu,South Korea,Asia,/gallery/messi039s-86-goals,Examples,Facebook,330,4750,1,156,560,0.0018
Depok,Indonesia,Asia,/gallery/netflix-selector,Examples,Organic,100,1200,1,20,330,0.003
Dunn Loring,United States,North America,/faq,User,Organic,31,495,0,10,55,0
Dunn Loring,United States,North America,/faq,User,Twitter,27,584,0,10,29,0
Dunn Loring,United States,North America,/gallery/messi039s-86-goals,Examples,Linkedin,45,1583,0,10,22,0
Durham,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,21,613,0,10,27,0
East Irvine,United States,North America,/download,Register,Organic,13,40,0,10,35,0
Ft Lauderdale,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,32,910,0,10,27,0
Fukuoka,Japan,Asia,/download,Register,Linkedin,280,3136,1,56,490,0.002
Gates Mills,United States,North America,/gallery/scotland-population,Examples,Facebook,45,1600,0,10,37,0
Gebze,Turkey,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,250,17600,1,60,490,0.002
Gloucester,United Kingdom,Europe,/how-it-works,User,Linkedin,116,15508,0,76,176,0
Hefei,China,Asia,/download,Register,Linkedin,640,1984,2,160,760,0.0026
Hefei,China,Asia,/thanks,User,Linkedin,96,4056,0,24,112,0
Helsinki,Finland,Europe,/how-it-works,User,Linkedin,1030,36890,2,240,450,0.0044
Histon,United Kingdom,Europe,/download,Register,Linkedin,60,4840,1,40,160,0.0063
Honolulu,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,41,430,0,10,52,0
Hopkins,United States,North America,/gallery/scotland-population,Examples,Linkedin,50,1280,0,10,27,0
Iowa City,United States,North America,/gallery/scotland-population,Examples,Twitter,25,425,0,20,66,0
Kansas City,United States,North America,/gallery/stds,Examples,Facebook,46,1400,0,10,24,0
King of Prussia,United States,North America,/gallery/scotland-population,Examples,Facebook,47,970,0,10,50,0
La Plata,Argentina,South America,/download,Register,Linkedin,288,6840,1,60,180,0.0056
La Victoria,Peru,South America,/gallery/are-you-ready-some-football,Examples,Organic,330,200,2,89,460,0.0043
Lansing,United States,North America,/gallery,Examples,Organic,44,59,0,10,53,0
London,United Kingdom,Europe,/gallery/scotland-population,Examples,Facebook,300,17448,1,120,248,0.004
London,United Kingdom,Europe,/gallery/scotland-population,Examples,Twitter,84,1820,1,40,236,0.0042
London,United Kingdom,Europe,/gallery/livinglongerunhealthy,Examples,Linkedin,132,3040,0,40,220,0
London,United Kingdom,Europe,/gallery/scotland-population,Examples,Organic,108,1640,1,40,204,0.0049
London,United Kingdom,Europe,/gallery/messi039s-86-goals,Examples,Facebook,84,4472,1,40,200,0.005
London,United Kingdom,Europe,/gallery/scotland-population,Examples,Linkedin,124,10000,0,80,164,0
Longview,United States,North America,/gallery/us-population-race,Examples,Organic,31,1470,0,10,47,0
Louisville,United States,North America,/gallery/scotland-population,Examples,Organic,15,1230,0,10,56,0
Marrero,United States,North America,/gallery/us-population-race,Examples,Organic,14,900,0,10,54,0
Melbourne,Australia,Oceania,/gallery,Examples,Linkedin,168,948,1,60,318,0.0031
Melbourne,Australia,Oceania,/gallery/50-highest,Examples,Facebook,258,9060,1,60,282,0.0035
Melbourne,Australia,Oceania,/gallery/30-years-cd,Examples,Facebook,294,7656,1,60,240,0.0042
Melbourne,Australia,Oceania,/gallery/state-migration,Examples,Linkedin,132,3660,6,60,150,0.04
Mendoza,Argentina,South America,/download,Register,Linkedin,270,828,1,60,240,0.0042
Mexico City,Mexico,North America,/gallery/messi039s-86-goals,Examples,Facebook,470,18000,1,100,400,0.0025
Mexico City,Mexico,North America,/examples,Training,Linkedin,280,23800,0,200,310,0
Miamisburg,United States,North America,/examples,Training,Twitter,26,10,0,10,40,0
Minnetonka,United States,North America,/download,Register,Organic,12,158,0,10,23,0
Montreal,Canada,North America,/comparison,User,Organic,144,10680,1,60,318,0.0031
Montrouge,France,Europe,/gallery/making-pay-gap-look-good,Examples,Linkedin,152,50008,1,80,424,0.0024
Moorpark,United States,North America,/blog/2012/12/introducing-topical-examples-1750,Training,Facebook,47,1640,0,10,37,0
Morrisville,United States,North America,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,34,930,0,10,33,0
Mount Kisco,United States,North America,/how-it-works,User,Organic,2,4372,0,1,32,0
Nei-Hu,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,690,34040,1,230,580,0.0017
New York,United States,North America,/gallery/livinglongerunhealthy,Examples,Facebook,41,59,0,10,42,0
New York,United States,North America,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,13,580,0,10,32,0
New York,United States,North America,/gallery/taleof100,Examples,Twitter,35,653,0,10,28,0
New York,United States,North America,/gallery/ipoprofitability,Examples,Organic,49,920,0,10,21,0
Oakland,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,48,1000,0,10,40,0
Omaha,United States,North America,/gallery/cost-college-football-wins,Examples,Twitter,11,1640,0,10,37,0
Omaha,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,40,1520,0,10,27,0
Palo Alto,United States,North America,/download,Register,Organic,27,1710,0,10,56,0
Palo Alto,United States,North America,/gallery/scotland-population,Examples,Twitter,12,590,0,10,22,0
Paris,France,Europe,/gallery/messi039s-86-goals,Examples,Facebook,144,4800,2,80,480,0.0042
Paris,France,Europe,/gallery/scotland-population,Examples,Facebook,184,11200,0,80,168,0
Pergamino,Argentina,South America,/download,Register,Linkedin,180,6240,1,120,354,0.0028
Petaluma,United States,North America,/gallery,Examples,Linkedin,44,109,0,10,39,0
Philadelphia,United States,North America,/app/6.0/start,User,Facebook,21,1580,1,10,30,0.0333
Phoenix,United States,North America,/download,Register,Linkedin,26,1550,0,10,41,0
Pittsburgh,United States,North America,/how-it-works,User,Organic,68,376,0,26,62,0
Pittsburgh,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,46,1690,0,10,23,0
Rickmansworth,United Kingdom,Europe,/how-it-works,User,Linkedin,116,2720,1,40,224,0.0045
Rio de Janeiro,Brazil,South America,/examples,Training,Facebook,304,13200,0,80,248,0
Rome,Italy,Europe,/gallery/scotland-population,Examples,Linkedin,160,13520,1,80,368,0.0027
Rosario,Argentina,South America,/download,Register,Linkedin,120,3540,1,60,180,0.0056
Sacramento,United States,North America,/gallery/scotland-population,Examples,Facebook,50,1220,0,10,27,0
San Antonio,United States,North America,/gallery/us-population-race,Examples,Organic,21,400,0,10,38,0
San Diego,United States,North America,/gallery/scotland-population,Examples,Organic,20,930,0,10,48,0
San Francisco,United States,North America,/download,Register,Organic,36,49,0,10,46,0
San Isidro,Argentina,South America,/download,Register,Linkedin,102,10680,1,60,360,0.0028
Santiago,Chile,South America,/gallery,Examples,Linkedin,310,1090,1,100,480,0.0021
Santiago,Chile,South America,/gallery/messi039s-86-goals,Examples,Facebook,480,9000,2,100,400,0.005
Seattle,United States,North America,/gallery,Examples,Linkedin,78,603,1,20,95,0.0105
Seattle,United States,North America,/gallery/college-football-recruiting,Examples,Facebook,24,840,0,10,51,0
Seattle,United States,North America,/gallery/scotland-population,Examples,Facebook,35,880,0,10,40,0
Seattle,United States,North America,/gallery/scotland-population,Examples,Organic,32,420,0,10,37,0
Seoul,South Korea,Asia,/download,Register,Organic,160,690,1,100,400,0.0025
Shenzhen,China,Asia,/how-it-works,User,Facebook,120,12960,1,80,240,0.0042
Singapore,Singapore,Asia,/gallery,Examples,Organic,270,10880,1,100,600,0.0017
Singapore,Singapore,Asia,/download,Register,Linkedin,340,11300,1,100,490,0.002
Stratford,United States,North America,/gallery/messi039s-86-goals,Examples,Organic,53,2640,0,20,70,0
Sydney,Australia,Oceania,/gallery/scotland-population,Examples,Organic,126,8760,1,60,162,0.0062
Tiel,Netherlands,Europe,/gallery/30-years-cd,Examples,Facebook,296,13520,1,80,256,0.0039
Toronto,Canada,North America,/gallery/voting-history-us-states,Examples,Facebook,162,7680,0,60,246,0
Toronto,Canada,North America,/how-it-works,User,Organic,78,888,1,24,204,0.0049
Treviso,Italy,Europe,/upgrade,User,Facebook,224,12064,2,208,472,0.0042
Trivandrum,India,Asia,/download,Register,Linkedin,144,18636,0,60,150,0
Tucker,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,35,8843,0,10,21,0
Verona,Italy,Europe,/gallery/poverty-italy,Examples,Organic,176,54280,1,80,456,0.0022
Warren,United States,North America,/download,Register,Linkedin,12,336,0,10,33,0
Washington,United States,North America,/gallery,Examples,Organic,49,307,1,10,51,0.0196
White Plains,United States,North America,/download,Register,Linkedin,45,406,0,10,21,0
Winter Garden,United States,North America,/gallery/30-years-cd,Examples,Organic,24,790,0,10,41,0
Winter Park,United States,North America,/examples,Training,Linkedin,14,1170,0,10,41,0
Zhengzhou,China,Asia,/gallery/messi039s-86-goals,Examples,Facebook,80,12160,1,80,336,0.003
Zurich,Switzerland,Europe,/download,Register,Facebook,130,300,2,100,550,0.0036
Arlington,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,19,610,0,10,53,0
Aurich,Germany,Europe,/how-it-works,User,Linkedin,632,40592,2,208,640,0.0031
Bangalore,India,Asia,/faq,User,Organic,204,10500,1,60,132,0.0076
Baton Rouge,United States,North America,/download,Register,Linkedin,20,830,0,10,44,0
Berlin,Germany,Europe,/how-it-works,User,Facebook,208,1032,0,80,160,0
Birmingham,United Kingdom,Europe,/gallery/30-years-cd,Examples,Facebook,188,5760,4,120,216,0.0185
Buenos Aires,Argentina,South America,/gallery/messi039s-86-goals,Examples,Facebook,288,2520,1,60,312,0.0032
Buenos Aires,Argentina,South America,/download,Register,Linkedin,234,57036,1,120,306,0.0033
Chennai,India,Asia,/examples,Training,Organic,288,120,1,60,276,0.0036
Chicago,United States,North America,/download,Register,Linkedin,33,208,1,10,42,0.0238
Columbus,United States,North America,/gallery/voting-history-us-states,Examples,Facebook,35,760,0,10,54,0
Cumming,United States,North America,/gallery,Examples,Organic,29,910,0,10,48,0
Deerfield,United States,North America,/download,Register,Organic,46,129,0,10,36,0
Deerfield,United States,North America,/gallery/livinglongerunhealthy,Examples,Twitter,21,490,0,10,35,0
Delemont,Switzerland,Europe,/download,Register,Linkedin,210,990,1,60,600,0.0017
Dnipropetrovs'k,Ukraine,Europe,/download,Register,Organic,170,12000,1,100,500,0.002
Fairfax,United States,North America,/how-it-works,User,Facebook,59,247,0,22,60,0
Fresno,United States,North America,/download,Register,Linkedin,16,99,0,10,60,0
Glenview,United States,North America,/gallery,Examples,Facebook,23,1560,0,10,60,0
Honeoye Falls,United States,North America,/gallery/livinglongerunhealthy,Examples,Facebook,13,990,0,10,42,0
Houston,United States,North America,/gallery/canadian-wealth,Examples,Facebook,22,630,0,10,36,0
Irving,United States,North America,/download,Register,Organic,19,119,0,10,51,0
Irving,United States,North America,/how-it-works,User,Organic,19,1770,0,10,31,0
Kannapolis,United States,North America,/gallery,Examples,Linkedin,26,3076,0,10,45,0
Kent,United States,North America,/thanks,User,Facebook,47,2736,0,16,60,0
Kent,United States,North America,/download,Register,Organic,18,218,0,10,50,0
La Victoria,Peru,South America,/gallery/messi039s-86-goals,Examples,Facebook,260,24830,1,100,420,0.0024
Leon de Los Aldama,Mexico,North America,/upgrade,User,Linkedin,520,17480,1,190,350,0.0029
Libertyville,United States,North America,/gallery/livinglongerunhealthy,Examples,Linkedin,12,930,0,10,28,0
Libertyville,United States,North America,/comparison,User,Organic,16,1710,0,10,24,0
Lisbon,Portugal,Europe,/download,Register,Linkedin,260,9200,10,100,430,0.0233
London,United Kingdom,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,120,3680,0,40,232,0
London,United Kingdom,Europe,/gallery/livinglongerunhealthy,Examples,Facebook,116,3240,1,40,220,0.0045
London,United Kingdom,Europe,/how-it-works,User,Facebook,268,7904,4,76,216,0.0185
London,United Kingdom,Europe,/gallery/topic/Sports,Examples,Facebook,52,36636,1,40,204,0.0049
Long Stratton,United Kingdom,Europe,/download,Register,Linkedin,48,552,0,40,220,0
Louisville,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,45,810,1,10,43,0.0233
Lyon,France,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,224,18672,0,80,208,0
Madrid,Spain,Europe,/gallery/messi039s-86-goals,Examples,Facebook,360,9520,1,80,264,0.0038
Manchester,United States,North America,/comparison,User,Facebook,43,1450,0,10,52,0
Melbourne,Australia,Oceania,/download,Register,Linkedin,222,9300,0,60,162,0
Mexico City,Mexico,North America,/gallery/messi039s-86-goals,Examples,Facebook,300,11600,1,100,520,0.0019
Mexico City,Mexico,North America,/examples,Training,Linkedin,350,10800,3,130,500,0.006
Milan,Italy,Europe,/how-it-works,User,Facebook,136,4080,1,80,272,0.0037
Milan,Italy,Europe,/download,Register,Linkedin,248,4112,1,80,272,0.0037
Mississauga,Canada,North America,/gallery/messi039s-86-goals,Examples,Organic,150,9540,0,60,222,0
Montrouge,France,Europe,/gallery/making-pay-gap-look-good,Examples,Linkedin,312,6480,0,80,216,0
Mumbai,India,Asia,/gallery,Examples,Linkedin,252,8760,1,60,294,0.0034
Murfreesboro,United States,North America,/gallery/voting-history-us-states,Examples,Linkedin,13,148,0,10,36,0
Nei-Hu,Taiwan,Asia,/knowledgebase/best-practices-designing-piecees-and-dashboards,User,Organic,30,1760,0,20,200,0
New York,United States,North America,/gallery/canadian-wealth,Examples,Facebook,29,1190,0,10,51,0
New York,United States,North America,/gallery/messi039s-86-goals,Examples,Facebook,21,1110,1,10,37,0.027
Newport News,United States,North America,/gallery/us-population-race,Examples,Organic,17,940,0,10,29,0
Nice,France,Europe,/gallery,Examples,Linkedin,176,2296,1,80,272,0.0037
Oxford,United Kingdom,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,156,18752,0,40,228,0
Playa Del Rey,United States,North America,/gallery/job-growth-recession,Examples,Organic,48,430,0,10,29,0
Portland,United States,North America,/gallery/livinglongerunhealthy,Examples,Facebook,11,1227,0,10,23,0
Renton,United States,North America,/download,Register,Linkedin,47,1720,0,10,37,0
Rio de Janeiro,Brazil,South America,/download,Register,Linkedin,104,1184,1,80,328,0.003
Rome,Italy,Europe,/gallery/netflix-selector,Examples,Organic,176,7520,0,80,192,0
Rome,Italy,Europe,/gallery/livinglongerunhealthy,Examples,Linkedin,384,4000,1,80,184,0.0054
Round Rock,United States,North America,/gallery/us-population-race,Examples,Organic,26,1050,0,10,49,0
San Francisco,United States,North America,/download,Register,Linkedin,19,218,0,10,35,0
Sankt Margarethen an der Raab,Austria,Europe,/gallery/canadian-wealth,Examples,Facebook,340,9400,2,100,450,0.0044
Santiago de Compostela,Spain,Europe,/gallery,Examples,Linkedin,80,472,0,80,200,0
Seattle,United States,North America,/gallery/canadian-wealth,Examples,Linkedin,39,1210,1,10,50,0.02
Seattle,United States,North America,/gallery/livinglongerunhealthy,Examples,Twitter,43,1590,0,10,45,0
Seattle,United States,North America,/gallery/livinglongerunhealthy,Examples,Facebook,43,1550,0,10,44,0
Seattle,United States,North America,/terms,User,Organic,48,1080,0,10,28,0
Seattle,United States,North America,/gallery/livinglongerunhealthy,Examples,Linkedin,18,580,0,10,24,0
Sheffield,United Kingdom,Europe,/gallery/topic/Travel-and-Lifestyle,Examples,Organic,148,1384,0,40,228,0
Shreveport,United States,North America,/gallery/college-football-recruiting,Examples,Facebook,35,620,0,10,29,0
Singapore,Singapore,Asia,/download,Register,Organic,780,41250,1,200,480,0.0021
Spijkenisse,Netherlands,Europe,/how-it-works,User,Linkedin,1208,2848,1,264,360,0.0028
Torino,Italy,Europe,/gallery,Examples,Organic,136,320,1,80,440,0.0023
Torino,Italy,Europe,/gallery,Examples,Linkedin,304,1032,1,80,400,0.0025
Toronto,Canada,North America,/gallery,Examples,Organic,174,774,0,60,240,0
Vienna,Austria,Europe,/download,Register,Linkedin,460,2370,1,100,240,0.0042
Westlake Village,United States,North America,/gallery/college-football-recruiting,Examples,Twitter,14,880,0,10,55,0
Windsor,United States,North America,/gallery/nba-heatmap,Examples,Organic,14,1610,0,10,25,0
Winter Garden,United States,North America,/gallery/30-years-cd,Examples,Organic,28,16311,0,10,46,0
Albion,United States,North America,/gallery/spending-president,Examples,Organic,49,1260,0,10,35,0
Barcelona,Spain,Europe,/gallery/messi039s-86-goals,Examples,Linkedin,384,15352,1,80,408,0.0025
Bellaire,United States,North America,/gallery,Examples,Linkedin,49,560,1,10,60,0.0167
Belo Horizonte,Brazil,South America,/download,Register,Facebook,392,2536,2,80,464,0.0043
Boston,United States,North America,/download,Register,Twitter,10,480,1,10,29,0.0345
Cordoba,Argentina,South America,/download,Register,Linkedin,150,9900,1,60,348,0.0029
Curitiba,Brazil,South America,/download,Register,Linkedin,312,2216,1,80,296,0.0034
Dublin,Ireland,Europe,/gallery/50-highest,Examples,Organic,250,8000,1,100,230,0.0043
East Boston,United States,North America,/gallery/canadian-wealth,Examples,Twitter,37,1410,0,10,58,0
Exeter,United Kingdom,Europe,/blog/2012/12/introducing-topical-examples-1750,Training,Linkedin,128,948,0,40,124,0
Ft Washington,United States,North America,/gallery/high-school-graduation-rates,Examples,Linkedin,43,2740,0,10,36,0
Germantown,United States,North America,/gallery/iposvsnasdaq,Examples,Organic,37,1335,0,10,52,0
Greenville,United States,North America,/how-it-works,User,Facebook,22,660,0,10,52,0
Hagerstown,United States,North America,/how-it-works,User,Linkedin,19,158,0,11,49,0
Lansdale,United States,North America,/gallery,Examples,Organic,16,554,0,10,37,0
Leon de Los Aldama,Mexico,North America,/upgrade,User,Linkedin,30,1880,1,30,130,0.0077
London,United Kingdom,Europe,/gallery/london-bus,Examples,Organic,172,3040,1,40,212,0.0047
London,United Kingdom,Europe,/faq,User,Organic,72,6120,0,40,152,0
London,United Kingdom,Europe,/how-it-works,User,Organic,68,476,1,36,148,0.0068
London,United Kingdom,Europe,/gallery,Examples,Organic,132,1344,0,40,128,0
London,United Kingdom,Europe,/gallery/netflix-selector,Examples,Facebook,72,1720,4,40,88,0.0455
